pl_name,hostname,ra,dec
TOI-128.01,TOI-128,79.5209381,-80.964384
TOI-261.01,TOI-261,15.2181412,-24.4239934
WASP-70 A b,WASP-70 A,315.4771912,-13.4333821
TOI-2202 c,TOI-2202,51.2284214,-73.9575458
HATS-74 A b,HATS-74 A,171.0147921,-19.5569588
Kepler-347 c,Kepler-347,289.1995995,49.3056404
WASP-150 b,WASP-150,264.2630197,53.0212751
GJ 357 d,GJ 357,144.0074644,-21.6650634
HAT-P-11 c,HAT-P-11,297.7101763,48.0818635
HAT-P-11 b,HAT-P-11,297.7101763,48.0818635
WASP-3 b,WASP-3,278.6317411,35.6614312
XO-4 b,XO-4,110.3880285,58.2681094
TOI-1478 b,TOI-1478,126.4337428,-13.5595485
HATS-4 b,HATS-4,94.1120914,-22.5468824
TOI-1683.01,TOI-1683,65.9796504,27.8223701
TOI-1806.01,TOI-1806,166.1181474,30.4585763
HAT-P-69 b,HAT-P-69,130.5056385,3.7105662
HAT-P-44 c,HAT-P-44,213.1438604,47.0147826
WASP-174 b,WASP-174,195.7940145,-41.3848617
WASP-37 b,WASP-37,221.9438866,1.0650227
TOI-4443.01,TOI-4443,274.2686643,21.9095459
TOI-4495.01,TOI-4495,286.3624951,37.0259902
TOI-1338 b,TOI-1338 A,92.1330955,-59.5409853
TOI-1338 c,TOI-1338 A,92.1330955,-59.5409853
WASP-170 b,WASP-170,135.4163028,-20.7203686
TOI-481 b,TOI-481,110.5126861,-57.384998
Kepler-68 d,Kepler-68,291.0323102,49.0402129
Kepler-68 e,Kepler-68,291.0323102,49.0402129
Kepler-68 c,Kepler-68,291.0323102,49.0402129
TOI-1235 b,TOI-1235,152.2182549,69.2766204
TOI-5398 b,TOI-5398,161.8795569,36.3294345
TOI-4602.01,TOI-4602,60.6003316,31.3298354
GJ 1151 c,GJ 1151,177.7304866,48.3732334
HD 216437 b,HD 216437,343.6639631,-70.0733957
HD 215497 c,HD 215497,341.652714,-56.5997984
Kepler-138 c,Kepler-138,290.3814122,43.2930645
Kepler-138 d,Kepler-138,290.3814122,43.2930645
Kepler-731 b,Kepler-731,296.3931945,45.568533
Kepler-485 b,Kepler-485,294.9963415,50.4700458
HD 151450 c,HD 151450,252.0080127,-15.964345
HD 153557 c,HD 153557,254.4706516,47.3678558
HD 155918 c,HD 155918,260.5364025,-75.349239
HD 156279 b,HD 156279,258.0966686,63.3527828
HD 156279 c,HD 156279,258.0966686,63.3527828
HD 168443 c,HD 168443,275.0159879,-9.5966905
HIP 90988 b,HIP 90988,278.3892816,-50.211692
HD 18143 c,HD 18143,43.9140248,26.8723829
HD 199509 b,HD 199509,317.3445632,-82.0274926
HD 205158 b,HD 205158,323.9186227,-59.6933144
HD 213519 b,HD 213519,337.7727845,45.1452472
HD 25912 c,HD 25912,60.9074988,-51.9315058
HD 27894 b,HD 27894,65.1975693,-59.4096776
HD 28185 b,HD 28185,66.6100461,-10.5510754
HD 28192 b,HD 28192,66.7032517,-1.7244842
HD 38529 b,HD 38529,86.6451363,1.1675866
GJ 229 A c,GJ 229,92.6435993,-21.8677233
HD 72892 b,HD 72892,128.7195554,-14.4574311
HD 74156 c,HD 74156,130.6047813,4.5772338
GJ 2030 c,GJ 2030,50.8237604,-7.7950429
GJ 676 A b,GJ 676 A,262.5448903,-51.6377777
GJ 676 A c,GJ 676 A,262.5448903,-51.6377777
HD 115404 A c,HD 115404 A,199.2155793,17.0160384
Kepler-138 b,Kepler-138,290.3814122,43.2930645
Gl 686 b,Gl 686,264.4764878,18.5959509
HD 89839 b,HD 89839,155.168879,-53.6640291
HD 196067 b,HD 196067,310.4364195,-75.3514992
HD 108202 b,HD 108202,186.4613189,-1.1109233
KOI-2513.01,KOI-2513,293.6688776,46.3792321
WASP-105 b,WASP-105,24.1678686,-50.659308
WASP-72 b,WASP-72,41.0400779,-30.1690785
WASP-123 b,WASP-123,289.4792124,-32.8601244
HD 219134 b,HD 219134,348.3372026,57.1696255
KELT-15 b,KELT-15,117.4149764,-52.1204471
TOI-201 b,TOI-201,87.4017825,-54.910423
WASP-41 c,WASP-41,190.6188034,-30.6398176
WASP-21 b,WASP-21,347.4928024,18.3961597
WASP-159 b,WASP-159,68.1364792,-38.9682973
KELT-16 b,KELT-16,314.2685227,31.6610186
TOI-157 b,TOI-157,73.7014398,-76.6806061
WASP-50 b,WASP-50,43.6880738,-10.8980242
HD 111998 b,HD 111998,193.2953521,-3.5531133
HAT-P-66 b,HAT-P-66,150.5726262,53.9508237
WASP-88 b,WASP-88,309.5112337,-48.4620833
WASP-24 b,WASP-24,227.2154975,2.343286
KELT-17 b,KELT-17,125.617407,13.7353093
KELT-10 b,KELT-10,284.5483823,-47.0033072
HATS-51 b,HATS-51,102.8474248,-29.0586551
CoRoT-2 b,CoRoT-2,291.7770457,1.3836634
WASP-41 b,WASP-41,190.6188034,-30.6398176
WASP-29 b,WASP-29,357.8791976,-39.9071215
HAT-P-37 b,HAT-P-37,284.2960393,51.2691212
HATS-43 b,HATS-43,80.5382418,-30.9708179
KPS-1 b,KPS-1,165.167198,64.9638452
XO-1 b,XO-1,240.5492745,28.1696248
WASP-92 b,WASP-92,246.6920395,51.0411328
WASP-1 b,WASP-1,5.1669536,31.9899732
HD 110113 b,HD 110113,190.0365636,-44.3120777
HAT-P-9 b,HAT-P-9,110.1685157,37.1405946
HAT-P-21 b,HAT-P-21,171.2749348,41.0280207
HD 219134 d,HD 219134,348.3372026,57.1696255
TOI-451 c,TOI-451,62.966385,-37.93973
HAT-P-4 b,HAT-P-4,229.99122,36.229545
WASP-158 b,WASP-158,4.1463468,-10.9764226
HAT-P-28 b,HAT-P-28,13.0009159,34.728402
HD 62364 b,HD 62364,113.9052658,-75.5442707
Kepler-471 b,Kepler-471,299.0975167,43.4975851
HD 169830 c,HD 169830,276.9561859,-29.8167919
Kepler-338 e,Kepler-338,282.9790593,40.7844188
HD 100546 b,HD 100546,173.3555116,-70.1947897
GJ 328 b,GJ 328,133.7819507,1.5420011
GJ 649 b,GJ 649,254.5363221,25.7419719
WASP-26 b,WASP-26,4.6030424,-15.2674044
HATS-26 b,HATS-26,144.9268593,-28.5856004
CoRoT-19 b,CoRoT-19,97.0335983,-0.1707293
HD 219134 g,HD 219134,348.3372026,57.1696255
WASP-172 b,WASP-172,199.433742,-47.2375748
KMT-2021-BLG-0712L b,KMT-2021-BLG-0712L,269.2856667,-31.1844694
TOI-4479 b,TOI-4479,316.0969388,24.6536739
Kepler-670 b,Kepler-670,297.0154644,49.2252988
Kepler-1651 b,Kepler-1651,283.6282602,48.3908081
WASP-148 b,WASP-148,254.1305022,44.3025361
MOA-2022-BLG-249L b,MOA-2022-BLG-249L,268.8655417,-28.3060611
TOI-411 b,HD 22946,54.819538,-42.7630276
TOI-411 c,HD 22946,54.819538,-42.7630276
HD 22946 d,HD 22946,54.819538,-42.7630276
Kepler-425 b,Kepler-425,290.3579781,40.5676965
OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,266.406,-24.4472778
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,266.406,-24.4472778
GJ 3222 b,GJ 3222,50.8972464,-40.0762325
GJ 680 b,GJ 680,263.8072214,-48.6788427
Kepler-424 c,Kepler-424,298.6249797,48.57745
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,269.154875,-30.3114167
Wendelstein-1 b,Wendelstein-1,299.0506412,17.5699627
KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,268.790125,-31.3133306
gam Cep b,gam Cep,354.8358233,77.6331009
Kepler-46 d,Kepler-46,289.2687388,42.6041819
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,269.260406,-28.1161671
LHS 475 b,LHS 475,290.2379403,-82.5597883
TOI-904 c,TOI-904,89.3712733,-83.1297264
TOI-1758 b,TOI-1758,354.741581,75.6852317
Kepler-77 b,Kepler-77,289.6079433,44.3454347
TOI-2010 b,TOI-2010,292.1669417,53.4873694
HIP 54597 b,HIP 54597,167.6082179,-29.4143018
TOI-1411 b,TOI-1411,232.946047,47.0555507
HR 2562 b,HR 2562,102.5042716,-60.2486775
Kepler-45 b,Kepler-45,292.8729292,41.0641727
Kepler-432 c,Kepler-432,293.2822344,48.2859173
Kepler-1656 c,Kepler-1656,284.4722473,39.911889
WTS-2 b,WTS-2,293.7327826,36.8154936
OGLE-2019-BLG-1180L b,OGLE-2019-BLG-1180L,269.2465417,-27.9754444
Kepler-1972 b,Kepler-1972,288.3953074,39.8725067
Kepler-424 b,Kepler-424,298.6249797,48.57745
HD 190984 b,HD 190984,302.8779827,-64.6202728
HD 204313 c,HD 204313,322.0510568,-21.7274194
KOI-217 b,KOI-217,294.8654667,46.2858128
TOI-3688 A b,TOI-3688 A,39.2823371,54.8512152
LHS 1478 b,LHS 1478,44.3388743,76.5514045
Kepler-762 b,Kepler-762,291.2756631,47.3295107
Kepler-548 b,Kepler-548,299.9059167,45.4396103
TOI-1994 b,TOI-1994,147.1745753,-51.756564
Kepler-450 b,Kepler-450,295.4865821,51.0135237
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L,265.6202083,-27.6391389
TOI-712 d,TOI-712,92.9361063,-65.8258386
Kepler-686 b,Kepler-686,285.213819,39.027466
Kepler-1517 b,Kepler-1517,287.8072115,43.1888008
Qatar-3 b,Qatar-3,359.1519716,36.2129562
KELT-4 A b,KELT-4 A,157.06262,25.5731366
MASCARA-4 b,MASCARA-4,147.5800667,-66.1139253
HATS-70 b,HATS-70,109.1045212,-31.2443947
HD 204313 e,HD 204313,322.0510568,-21.7274194
HD 73267 b,HD 73267,129.0735123,-34.4594469
HD 73267 c,HD 73267,129.0735123,-34.4594469
OGLE-2017-BLG-0640L b,OGLE-2017-BLG-0640L,267.465125,-29.4615
OGLE-2017-BLG-1275L b,OGLE-2017-BLG-1275L,267.9154167,-29.4979694
HD 76920 b,HD 76920,133.820353,-67.2653621
WASP-162 b,WASP-162,168.2929079,-17.6577794
TOI-169 b,TOI-169,16.7786879,-75.1989452
HATS-10 b,HATS-10,294.3068385,-22.2044872
WASP-180 A b,WASP-180 A,123.3922465,-1.9827874
WASP-10 b,WASP-10,348.9930457,31.4627508
TOI-1789 b,TOI-1789,142.743406,26.5399951
KELT-14 b,KELT-14,108.301409,-42.4097623
HAT-P-26 b,HAT-P-26,213.1565508,4.0594175
Kepler-18 c,Kepler-18,298.0794448,44.746248
HAT-P-17 b,HAT-P-17,324.5359781,30.4881882
KELT-8 b,KELT-8,283.3054489,24.1272483
TOI-1728 b,TOI-1728,120.6116787,64.7971531
HATS-31 b,HATS-31,191.7028214,-24.4273897
Kepler-447 b,Kepler-447,285.2685283,48.5598835
HATS-55 b,HATS-55,114.2833819,-32.7554188
HAT-P-52 b,HAT-P-52,42.7217412,29.0222492
HATS-5 b,HATS-5,67.2228465,-21.4820568
Qatar-7 b,Qatar-7,358.5151344,37.0218242
HATS-29 b,HATS-29,285.0965172,-54.8933408
WASP-90 b,WASP-90,315.5319489,7.0562793
HD 2685 b,HD 2685,7.3289156,-76.304032
HAT-P-39 b,HAT-P-39,113.7582526,17.8300283
TOI-451 d,TOI-451,62.966385,-37.93973
TOI-700 b,TOI-700,97.0957165,-65.5786149
WASP-49 b,WASP-49,91.0897193,-16.9653901
HATS-13 b,HATS-13,316.9614798,-26.0967205
WASP-84 c,WASP-84,131.1069959,1.8598933
WASP-144 b,WASP-144,320.7628761,-40.0484393
TOI-125 c,TOI-125,23.5934253,-66.6763495
WASP-17 b,WASP-17,239.9622479,-28.0617941
WASP-120 b,WASP-120,62.6160813,-45.8982434
KELT-6 c,KELT-6,195.9818362,30.640145
TOI-905 b,TOI-905,227.6586754,-71.3616316
WASP-67 b,WASP-67,295.7438485,-19.9497314
WASP-7 b,WASP-7,311.0427558,-39.2254856
TOI-1749 d,TOI-1749,282.7372281,64.419466
TOI-2158 b,TOI-2158,276.8100527,20.5268868
HD 103774 b,HD 103774,179.2310729,-12.1079951
HD 109271 c,HD 109271,188.397397,-11.6215204
Kepler-450 d,Kepler-450,295.4865821,51.0135237
HD 10647 b,HD 10647,25.6233526,-53.7412852
HATS-48 A b,HATS-48 A,288.6720048,-59.5793505
Kepler-30 c,Kepler-30,285.2836483,38.9472625
HIP 57274 c,HIP 57274,176.1705487,30.9576484
BD+15 2940 b,BD+15 2940,240.09564,15.5467507
mu Leo b,mu Leo,148.1898673,26.0067142
HATS-23 b,HATS-23,286.36675,-50.0673496
HATS-72 b,HATS-72,339.0258401,-17.0003046
HAT-P-5 b,HAT-P-5,274.4055335,36.6214617
KELT-11 b,KELT-11,161.7069053,-9.3993646
Kepler-105 b,Kepler-105,287.8872376,46.2761224
HAT-P-20 b,HAT-P-20,111.9164295,24.3361185
Kepler-9 c,Kepler-9,285.5739904,38.4008192
Kepler-9 d,Kepler-9,285.5739904,38.4008192
TrES-4 b,TrES-4,268.3043361,37.2117397
Kepler-91 b,Kepler-91,285.6729033,44.1167513
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,125.7620668,-49.2003008
TOI-4342 b,TOI-4342,324.3894196,-77.9791468
DH Tau b,DH Tau,67.4231674,26.5493897
HIP 65426 b,HIP 65426,201.1501727,-51.5045384
GJ 367 c,GJ 367,146.121464,-45.7790165
GJ 367 d,GJ 367,146.121464,-45.7790165
GJ 3090 b,GJ 3090,20.4384281,-46.7147234
91 Aqr b,91 Aqr,348.9745031,-9.0878076
Kepler-48 c,Kepler-48,299.1393094,40.948939
Kepler-57 c,Kepler-57,293.6413146,44.6570692
Kepler-113 c,Kepler-113,287.9978721,50.9441847
Kepler-113 b,Kepler-113,287.9978721,50.9441847
Kepler-48 d,Kepler-48,299.1393094,40.948939
Kepler-98 b,Kepler-98,285.6616933,37.9645672
Kepler-131 b,Kepler-131,288.5308924,40.942373
Kepler-99 b,Kepler-99,297.3539994,41.3000452
Kepler-406 b,Kepler-406,291.8481764,44.9682807
Kepler-407 b,Kepler-407,286.0363025,49.6145027
LP 890-9 c,LP 890-9,64.1309096,-28.3157909
Kepler-855 b,Kepler-855,295.0949565,43.537565
Kepler-4 b,Kepler-4,285.6154492,50.1357712
TOI-1470 c,TOI-1470,10.0891431,61.2133868
Kepler-85 b,Kepler-85,290.9734395,45.2902761
TOI-1246 d,TOI-1246,251.1158702,70.4299917
HD 63433 d,HD 63433,117.4793699,27.3631342
HD 97658 b,HD 97658,168.6376584,25.7105962
TOI-663 b,TOI-663,160.0658525,-8.5110827
TOI-663 c,TOI-663,160.0658525,-8.5110827
TOI-663 d,TOI-663,160.0658525,-8.5110827
Kepler-38 b,Kepler-38,286.830312,42.2791434
Kepler-186 c,Kepler-186,298.652736,43.9549884
Kepler-49 d,Kepler-49,292.2945208,40.5918123
Kepler-28 c,Kepler-28,292.1370409,42.4294835
Kepler-36 c,Kepler-36,291.2501859,49.2318073
HD 63433 c,HD 63433,117.4793699,27.3631342
HD 191939 c,HD 191939,302.0256247,66.8503014
TOI-849 b,TOI-849,28.7157956,-29.4217086
Kepler-128 b,Kepler-128,282.4922622,43.9802442
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,263.46525,-24.8103611
Kepler-432 b,Kepler-432,293.2822344,48.2859173
OGLE-2016-BLG-1093L b,OGLE-2016-BLG-1093L,269.0042917,-32.7134722
HD 191939 b,HD 191939,302.0256247,66.8503014
Kepler-20 d,Kepler-20,287.6979913,42.3385782
Kepler-37 d,Kepler-37,284.0592503,44.5183733
Kepler-9 b,Kepler-9,285.5739904,38.4008192
TOI-674 b,TOI-674,164.5865592,-36.8581092
Kepler-24 c,Kepler-24,290.4132621,38.3437283
Kepler-453 b,Kepler-453,283.2413322,46.3784691
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,270.6217083,-28.39625
Kepler-94 c,Kepler-94,281.1947316,47.4972606
Kepler-97 c,Kepler-97,287.3265292,48.6733443
Kepler-407 c,Kepler-407,286.0363025,49.6145027
Kepler-51 d,Kepler-51,296.4797624,49.9376486
TOI-1246 b,TOI-1246,251.1158702,70.4299917
TOI-178 c,TOI-178,7.3020115,-30.4541159
TOI-2076 d,TOI-2076,217.3920159,39.7903991
TOI-1194 b,TOI-1194,167.8214811,69.9647749
TOI-2194 b,TOI-2194,299.1563393,-31.3351812
Kepler-23 b,Kepler-23,294.2189131,49.4792536
Kepler-403 d,Kepler-403,289.9214256,46.7445267
Kepler-507 b,Kepler-507,297.0188074,50.409046
Kepler-19 d,Kepler-19,290.4209694,37.8516556
Kepler-24 e,Kepler-24,290.4132621,38.3437283
Kepler-305 d,Kepler-305,299.2242557,40.343167
Kepler-20 g,Kepler-20,287.6979913,42.3385782
Kepler-20 c,Kepler-20,287.6979913,42.3385782
Kepler-128 c,Kepler-128,282.4922622,43.9802442
Kepler-90 i,KOI-351,284.4334642,49.3051239
Kepler-35 b,Kepler-35,294.496955,46.6896733
Kepler-56 d,Kepler-56,293.7583002,41.871807
TOI-2076 b,TOI-2076,217.3920159,39.7903991
HD 63935 c,HD 63935,117.9246417,9.3852412
HD 93963 A b,HD 93963 A,162.7766969,25.641065
TOI-1174 b,TOI-1174,209.2171751,68.6182106
TOI-669 b,TOI-669,158.9007013,-5.1813735
TOI-1472 b,TOI-1472,14.1142611,48.6375168
TOI-1694 c,TOI-1694,97.7487104,66.3605956
Kepler-186 e,Kepler-186,298.652736,43.9549884
HD 260655 b,HD 260655,99.2915429,17.5662696
TOI-1753 b,TOI-1753,252.4698351,61.1735768
TOI-1799 b,TOI-1799,167.2329152,34.3030149
TOI-1801 b,TOI-1801,175.5755995,23.0270335
TOI-2128 b,TOI-2128,256.9817998,32.1053027
HIP 113103 b,HIP 113103,343.5723794,-43.0102291
HD 191939 g,HD 191939,302.0256247,66.8503014
Kepler-23 c,Kepler-23,294.2189131,49.4792536
TOI-178 f,TOI-178,7.3020115,-30.4541159
Kepler-34 b,Kepler-34,296.4358022,44.6415369
TOI-1759 b,TOI-1759,326.8516615,62.7538164
TOI-1249 b,TOI-1249,200.5615762,66.3085331
TOI-1347 b,TOI-1347,280.3266806,70.2900536
HIP 9618 b,HIP 9618,30.9050061,21.2813274
Kepler-25 d,Kepler-25,286.6383905,39.4879038
Kepler-411 d,Kepler-411,287.6057027,49.5233937
TrES-2 b,TrES-2,286.8085258,49.3164211
DMPP-4 b,DMPP-4,293.5826648,51.2358069
TOI-519 b,TOI-519,124.6067582,-19.6627918
TOI-561 e,TOI-561,148.1851516,6.216103
TOI-178 b,TOI-178,7.3020115,-30.4541159
TOI-178 g,TOI-178,7.3020115,-30.4541159
TOI-1601 b,TOI-1601,38.361569,41.0134321
Kepler-85 c,Kepler-85,290.9734395,45.2902761
LTT 1445 A c,LTT 1445 A,45.4624781,-16.5944956
HD 191939 f,HD 191939,302.0256247,66.8503014
Kepler-619 d,Kepler-619,290.8490899,48.4159782
Kepler-619 c,Kepler-619,290.8490899,48.4159782
KMT-2019-BLG-0297L b,KMT-2019-BLG-0297L,270.0632917,-28.9652806
TOI-1266 b,TOI-1266,197.9965833,65.8336973
TOI-1266 c,TOI-1266,197.9965833,65.8336973
HD 6860 b,HD 6860,17.432979,35.620499
TOI-1420 b,TOI-1420,322.9418092,66.3490054
Kepler-444 f,Kepler-444,289.7528323,41.631884
Kepler-62 c,Kepler-62,283.2125621,45.3496992
Kepler-50 b,Kepler-50,288.1009312,50.0336844
Kepler-65 c,Kepler-65,288.6887221,41.1511076
Kepler-65 d,Kepler-65,288.6887221,41.1511076
Kepler-11 c,Kepler-11,297.1150949,41.9091092
Kepler-11 f,Kepler-11,297.1150949,41.9091092
Kepler-11 g,Kepler-11,297.1150949,41.9091092
Kepler-56 b,Kepler-56,293.7583002,41.871807
KOI-351 h,KOI-351,284.4334642,49.3051239
KOI-351 g,KOI-351,284.4334642,49.3051239
KOI-351 f,KOI-351,284.4334642,49.3051239
Kepler-92 c,Kepler-92,289.0860607,41.5630224
Kepler-314 c,Kepler-314,294.6741507,42.0756037
Kepler-334 c,Kepler-334,287.1406177,47.1151153
Kepler-104 c,Kepler-104,287.6046621,42.1665104
Kepler-104 d,Kepler-104,287.6046621,42.1665104
Kepler-126 d,Kepler-126,289.3473634,44.2084445
Kepler-134 b,Kepler-134,284.7391156,49.5984448
Kepler-139 c,Kepler-139,282.3919451,43.8894167
Kepler-220 c,Kepler-220,291.5060432,46.8956262
Kepler-197 b,Kepler-197,295.2264739,50.5592348
Kepler-403 c,Kepler-403,289.9214256,46.7445267
Kepler-130 d,Kepler-130,288.4505905,40.2452006
Kepler-100 b,Kepler-100,291.3861294,41.9901394
Kepler-48 b,Kepler-48,299.1393094,40.948939
Kepler-100 c,Kepler-100,291.3861294,41.9901394
Kepler-106 c,Kepler-106,300.864006,44.3375497
HD 260655 c,HD 260655,99.2915429,17.5662696
Kepler-47 c,Kepler-47,295.2978883,46.9204303
HD 63433 b,HD 63433,117.4793699,27.3631342
TOI-178 d,TOI-178,7.3020115,-30.4541159
TOI-1246 e,TOI-1246,251.1158702,70.4299917
TOI-1422 b,TOI-1422,354.240829,39.6392793
Kepler-16 b,Kepler-16,289.0758307,51.757229
HIP 113103 c,HIP 113103,343.5723794,-43.0102291
TOI-1694 b,TOI-1694,97.7487104,66.3605956
Kepler-37 e,Kepler-37,284.0592503,44.5183733
Kepler-85 e,Kepler-85,290.9734395,45.2902761
Kepler-57 b,Kepler-57,293.6413146,44.6570692
TOI-4515 b,TOI-4515,21.1861778,21.5130638
HD 191939 e,HD 191939,302.0256247,66.8503014
TOI-2373 b,TOI-2373,61.6862197,-16.7557546
OGLE-2023-BLG-0836L b,OGLE-2023-BLG-0836L,267.186875,-23.7415194
TOI-2447 b,TOI-2447,70.9975864,-31.9066369
Kepler-522 b,Kepler-522,288.153973,44.0688154
HD 13908 b,HD 13908,34.5609102,65.5941901
HD 159243 b,HD 159243,263.3395365,5.7008254
nu Oct A b,nu Oct A,325.3702792,-77.3910853
Kepler-244 c,Kepler-244,287.242641,42.3014185
Kepler-336 d,Kepler-336,290.2376224,41.3313637
Kepler-349 b,Kepler-349,293.6764689,44.6155972
HD 41004 A b,HD 41004 A,89.9566041,-48.2394189
HD 41004 B b,HD 41004 B,89.9565956,-48.2394114
TOI-2416 b,TOI-2416,57.3389409,-60.7871861
TOI-4342 c,TOI-4342,324.3894196,-77.9791468
TOI-2207 b,TOI-2207,307.5966925,-44.8876181
TOI-277 b,TOI-277,19.0766985,-20.9532772
Kepler-88 d,KOI-142,291.1481028,40.669413
KOI-142 c,KOI-142,291.1481028,40.669413
Kepler-338 d,Kepler-338,282.9790593,40.7844188
Kepler-1130 b,Kepler-1130,285.207421,45.384333
KOI-351 d,KOI-351,284.4334642,49.3051239
Kepler-197 c,Kepler-197,295.2264739,50.5592348
TOI-1820 b,TOI-1820,187.6867207,27.4520016
Kepler-129 c,Kepler-129,285.3111845,47.8484775
Kepler-129 d,Kepler-129,285.3111845,47.8484775
Kepler-1710 b,Kepler-1710,291.6832878,37.7514726
Kepler-1130 d,Kepler-1130,285.207421,45.384333
Kepler-454 c,Kepler-454,287.4786474,38.2290751
Kepler-10 b,Kepler-10,285.679298,50.2414842
Kepler-102 b,Kepler-102,281.4824731,47.2078263
Kepler-103 b,Kepler-103,288.9845512,40.0644857
Kepler-109 c,Kepler-109,290.3926795,40.2849074
Kepler-454 b,Kepler-454,287.4786474,38.2290751
Kepler-48 f,Kepler-48,299.1393094,40.948939
Kepler-720 b,Kepler-720,298.6356478,44.1709388
TOI-2421 b,TOI-2421,33.1540208,-35.3909182
Kepler-164 c,Kepler-164,287.7808115,47.6298453
HD 11977 b,HD 11977,28.7347403,-67.6469871
KMT-2021-BLG-1770L b,KMT-2021-BLG-1770L,270.4399583,-27.4186694
WASP-182 b,WASP-182,311.673345,-41.8209828
CoRoT-9 b,CoRoT-9,280.7866461,6.2040783
Ross 458 c,Ross 458,195.1912147,12.3755996
Kepler-619 b,Kepler-619,290.8490899,48.4159782
CoRoT-20 c,CoRoT-20,97.7204249,0.2268931
ups And c,ups And,24.1983534,41.4038147
HD 206893 b,HD 206893,326.3416874,-12.7833522
HD 206893 c,HD 206893,326.3416874,-12.7833522
OGLE-TR-56 b,OGLE-TR-56,269.1479583,-29.5392222
Kepler-1513 b,Kepler-1513,289.7917561,39.2852655
Kepler-1513 c,Kepler-1513,289.7917561,39.2852655
GJ 724 b,GJ 724,280.238365,-13.3824997
GJ 3988 b,GJ 3988,255.8503747,51.4089795
HIP 66074 b,HIP 66074,203.1635632,75.0071038
NGTS-11 b,NGTS-11,23.5214497,-14.4191493
HD 7924 c,HD 7924,20.4956562,76.7101475
Kepler-46 c,Kepler-46,289.2687388,42.6041819
TOI-2257 b,TOI-2257,194.7396141,77.6617157
HD 134606 c,HD 134606,228.8103897,-70.5203328
HD 134606 d,HD 134606,228.8103897,-70.5203328
HD 134606 e,HD 134606,228.8103897,-70.5203328
HD 134606 f,HD 134606,228.8103897,-70.5203328
HD 94771 b,HD 94771,163.9746776,-35.1145225
Wendelstein-2 b,Wendelstein-2,297.7909214,16.9125679
TOI-2025 b,TOI-2025,282.7952558,82.2454143
Kepler-1880 b,Kepler-1880,287.8264561,40.6965988
HD 114729 b,HD 114729,198.1833997,-31.8746756
HD 128311 c,HD 128311,219.0032292,9.7454368
TOI-2545 b,TOI-2545,135.5458029,-3.4208194
TOI-2018 b,TOI-2018,229.8374423,29.2078771
Kepler-1919 b,Kepler-1919,283.1319153,43.956005
Gaia-2 b,Gaia-2,110.7353308,67.2526565
Kepler-1821 b,Kepler-1821,294.5254573,49.872484
Kepler-1914 b,Kepler-1914,291.4314024,38.6543635
Kepler-1600 c,Kepler-1600,291.3993802,38.7877563
Kepler-783 b,Kepler-783,291.0628615,47.484789
TOI-2427 b,TOI-2427,52.2917315,-31.3628665
Kepler-164 b,Kepler-164,287.7808115,47.6298453
Kepler-975 b,Kepler-975,290.54851,38.4952415
Kepler-1471 b,Kepler-1471,289.6649171,50.0200612
KMT-2021-BLG-1105L b,KMT-2021-BLG-1105L,265.73225,-25.5089111
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,268.9663333,-28.5133611
OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,269.65925,-29.1366667
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,266.489125,-33.8428111
KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,266.489125,-33.8428111
MOA-2020-BLG-135L b,MOA-2020-BLG-135L,268.4235,-29.8075667
GJ 674 b,GJ 674,262.1700476,-46.8989826
KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,274.283375,-26.3596389
HN Peg b,HN Peg,326.1315705,14.7714524
Kepler-1736 b,Kepler-1736,289.7766991,38.2622374
Kepler-1514 b,Kepler-1514,292.6274943,37.8601653
Kepler-1468 b,Kepler-1468,293.5198289,41.2773671
Kepler-1895 b,Kepler-1895,291.6756005,48.7625419
Kepler-1321 b,Kepler-1321,294.528597,46.6408737
HD 156668 c,HD 156668,259.4183491,29.228161
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,271.915,-28.4852222
KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,271.915,-28.4852222
Kepler-33 d,Kepler-33,289.0775348,46.0051696
GJ 720 A b,GJ 720 A,278.8294172,45.7456038
G 264-012 b,G 264-012,326.6719598,66.803848
G 264-012 c,G 264-012,326.6719598,66.803848
GJ 3021 b,GJ 3021,4.0634323,-79.8514218
HD 190360 c,HD 190360,300.9092476,29.894541
HD 102365 b,HD 102365,176.6208003,-40.4986211
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,271.4905,-27.712
GJ 143 b,GJ 143,51.7501882,-63.500166
Kepler-1660 AB b,Kepler-1660 A,290.5519537,40.2350445
